input_prompt,question,correct_answers,output_prediction,processed_answer
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: October 27, 1858 saw the birth of what totally bad assed US president, the 26th, who spent time as a North Dakota rancher before becoming assistant Secretary of the Navy in 1899?\nA:""]","October 27, 1858 saw the birth of what totally bad assed US president, the 26th, who spent time as a North Dakota rancher before becoming assistant Secretary of the Navy in 1899?","['t ros', 'feddy roosevelt', '26th president of united states', 'trust buster', 'cowboy president', 'teddy roosevelt', 'theodore roosavelt', 'president theodore roosevelt', 'theodor roosevelt', 'teddy rose', 'teddy roosevelt', 'theodore roosevelt', 't roosevelt', 'teodoro roosevelt', 't roosevelt administration', 'teddy roosvelt', 'teddy rosevelt', 'roosevelt theodore', 'teddy roosevelt foreign policy', 't roosevelt', 'cowboy of dakotas', 'teddy roose', 'theodore roosevelt']"," Theodore Roosevelt
Q: Who was the", Theodore Roosevelt
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Which is the largest city in Scandinavia by population ?\nA:""]",Which is the largest city in Scandinavia by population ?,"['stockholm sweden', 'municipality of stockholm', 'fjollträsk', 'capital of sweden', 'weather in stockholm', 'europestockholm', 'stockholm', 'sockholm', 'british international primary school stockholm', 'stochholm', 'sthlm', 'unlocodesesto', 'british international primary school of stockholm', 'stockohlm', 'stockolm', 'estocolmo', 'stockholm city', 'stockholmscience', 'stockholm', 'grev turegatan', 'tukholma', 'capital of sweden', 'rehnsgatan stockholm', 'sthlm', 'stokholm', 'science in stockholm', 'stockholm', 'stockholm sw']"," Stockholm, Sweden
Q: What is"," Stockholm, Sweden"
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Last week saw the passing of Bob Guccione, founder and publisher of what adult magazine, as well as producing that well known high art film, Caligula?\nA:""]","Last week saw the passing of Bob Guccione, founder and publisher of what adult magazine, as well as producing that well known high art film, Caligula?","['penthouse', 'pent house', 'penthouse disambiguation']"," Penthouse
Q: Who was the", Penthouse
"['Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world\'s biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: ""On what """"railroad"""" was Harriet Tubman a conductor?""\nA:']","""On what """"railroad"""" was Harriet Tubman a conductor?""","['national underground railroad network to freedom', 'underground railroad system', 'underground railway', 'underground railroad', 'underground railroad', 'underground railroad', 'ugrr', 'conductor underground railroad']"," Underground Railroad
Q: What is the", Underground Railroad
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: American country singer Waylon Jennings gave up his seat on a plane in February 1959 to J P Richardson. How was Richardson commonly known?\nA:""]",American country singer Waylon Jennings gave up his seat on a plane in February 1959 to J P Richardson. How was Richardson commonly known?,"['j p richardson', 'jay p richardson', 'j p richardson', 'jp richardson', 'j p richardson jr', 'jiles richardson', 'j p richardson jr', 'jp22the big bopper22richardson', 'jiles p richardson', 'jay perry richardson', 'big bopper', 'jay richardson musician', 'j perry richardson', 'jiles perry richardson jr', 'jp 22the big bopper22 richardson', 'jape richardson', 'jiles perry richardson jr', 'jiles perry richardson jr', 'jiles perry richardson', 'big bopper', 'jiles perry richardson jr', 'j p richardson jr', 'j p richardson jr', 'jape perry richardson']"," The Big Bopper
Q: Which", The Big Bopper
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: For which movie did Katharine Hepburn win her second Oscar?\nA:""]",For which movie did Katharine Hepburn win her second Oscar?,"['guess whos coming to dinner', 'guess whos coming to dinner', 'guess whos coming to dinner3f', 'guess whose coming to dinner', 'guess whos coming to dinner']"," Guess Who's Coming to Dinner
Q", Guess Who's Coming to Dinner
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: In humans, the medical condition prepatellar bursitis affects which part of the body?\nA:""]","In humans, the medical condition prepatellar bursitis affects which part of the body?","['knees', 'knee surgery', 'patellofemoral joint', 'bum knee', 'knee injury', 'medial patellar retinaculum', 'knie', 'articulatio genu', 'knee joints', 'congenital knee dislocation', 'knee', 'kneejoint', 'congenital patellar dislocation', 'knee joint', 'articulatio genus', 'knee cartilage', 'nkie', 'tibiofemoral joint', 'tibiofemoral']"," The kneecap
Q: What", The kneecap
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: Where is the homeland of Queen Boudica (also Boudicca or Boadicea), who led a revolt against the Romans in England in the first century CE?\nA:""]","Where is the homeland of Queen Boudica (also Boudicca or Boadicea), who led a revolt against the Romans in England in the first century CE?","['east anglia england', 'east endland', 'flag of east anglia', 'east anglia england', 'great yarmouth and lowestoft enterprise zone', 'ulfcytels land', 'east anglia', 'anglia kingdom', 'east anglia', 'east anglian']"," East Anglia
Q: What is", East Anglia
"['Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world\'s biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: ""Which 20th century English playwright wrote """"The Winslow Boy"""" and """"Separate Tables""""?""\nA:']","""Which 20th century English playwright wrote """"The Winslow Boy"""" and """"Separate Tables""""?""","['terence ratigan', 'rattigan', 'terrence rattigan', 'sir terence rattigan', 'sir terence mervyn rattigan', 'terence rattigan', 'terence mervyn rattigan']"," Terence Rattigan
Q:", Terence Rattigan
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What is another name for the flower known as the snapdragon?\nA:""]",What is another name for the flower known as the snapdragon?,"['snap dragons', 'snapdragon', 'antirrhinum', 'snap dragon', 'snapdragons', 'antirrhinum', 'snapdragons']"," Antirrhinum
Q:", Antirrhinum
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: What video game, created by Notch, is the best-selling PC game of all-time?\nA:""]","What video game, created by Notch, is the best-selling PC game of all-time?","['minecraft film', 'minecraft creepers', 'minecraft volume alpha', 'minecraft pocket edition', 'minecraft video game', 'minecraft skins', 'zainite ore', 'mooshroom', 'minecraft xbox 360 edition', 'minecraft pe', 'worldedit', 'minecraftnet', 'minecraft 360', 'minecraft xbox one', 'minecraft handheld', 'list of minecraft clones', 'minecraft ps vita', 'minecraft 2', 'minecraft xbox live', 'meincraft', 'minecraft seeds', 'minecraft 4k', 'mincraft', 'creeper minecraft', 'minecraft xbox 360', 'hexxit', 'mcpvp', 'minecraft soundtrack', 'minecraft order of stone', 'minecraft iphone', 'minecraft pocket edition', 'craftbukkit', 'list of minecraft clones', 'pocketmine', 'herobrine', 'minecraft playstation 4', 'minecraft 12', 'minecraft 17', 'minceraft', 'steve minecraft', 'minecraft playstation 3', 'minecraft 183', 'minecraftia', 'enderdragon', 'minecraft realms', 'meinkraft', 'minecraft', 'minecraft xbox one edition', 'minecraft pocket edition', 'minecraft – volume alpha', 'minecraft server', 'minecraft mods', 'minecraft playstation vita', 'minecraftland', 'minecraft', 'mine craft', 'minecraft xbox 360', 'minecraft ps4', 'minecraft – pocket edition', 'redstone gaming', 'minecraft ps3', 'minecraft ipad', 'minecraft — volume alpha', 'minecraft mod pack', 'minecraft enderman', 'minecraft pc', 'testificate', 'minecraft ipod', 'minecraft zombie pigman', 'minecraft xbox', 'minecraft pi edition', 'bukkit', 'mcpvp', 'minecraft ost', 'zombie pigman', 'minecraft xbox live arcade', 'ender dragon', 'minecraft', 'mine craft', 'enderman']"," Minecraft
Q: Who was the first", Minecraft
"[""Answer these questions:\nQ: Who was President when the first Peanuts cartoon was published?\nA: Harry Truman\nQ: Which American-born Sinclair won the Nobel Prize for Literature in 1930?\nA: Sinclair Lewis\nQ: Where in England was Dame Judi Dench born?\nA: York\nQ: William Christensen of Madison, New Jersey, has claimed to have the world's biggest collection of what?\nA: Beer Cans\nQ: In which decade did Billboard magazine first publish and American hit chart?\nA: 30s\nQ: O UGLY NINE is an anagram of which singer songwriter?\nA:""]",O UGLY NINE is an anagram of which singer songwriter?,"['godfather of grunge', 'neil young', 'ditch trilogy', 'neil young trivia', 'neil young crazy horse', 'bernard shakey', 'neil yong', 'young neal', 'niel young', 'neil young with crazy horse', 'neil young', 'youngneal', 'neil young and crazy horse', 'ditch trilogy', 'youngneil', 'niel young']"," Bob Dylan
Q: What is the", Bob Dylan
