input_prompt,question,correct_answers,output_prediction,processed_answer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In what year did Kurt Waldheim become UN General Secretary; Bloody Sunday happened in Derry, NI; President Nixon visited China.
A:","In what year did Kurt Waldheim become UN General Secretary; Bloody Sunday happened in Derry, NI; President Nixon visited China.","['one thousand nine hundred and seventy two', '1972']", Japanese Emperor Hirohito made his first-ever visit to the USA in 194, Japanese Emperor Hirohito made his first-ever visit to the USA in 194
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Arkansas Black is a variety of which fruit?
A:",Arkansas Black is a variety of which fruit?,"['apple fruit', 'سێو', 'malus pumila', 'apple trees', '🍏', 'malus domesticus', 'apple blossom', 'apples and teachers', 'dried apple', 'aplle', 'apple', 'malus communis', 'apple tree', 'pyrus malus', 'culture of apple', 'apple popularity', 'apple peel', 'nutritional information about apple', 'apple day', 'appleblossoms', '🍎', 'malus domestica', 'apples', 'apple production', 'appleblossom', 'apple nutritional information', 'green apples', 'green apple', 'apple blossoms']"," kiwifruit
Q: What is the name of the head of the", kiwifruit
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who won the 'Oscar' for Best Actress in the 1950's film'Born Yesterday'?
A:",Who won the 'Oscar' for Best Actress in the 1950's film'Born Yesterday'?,"['judith tuvim', 'judy holliday', 'holliday judy', 'judy holiday']"," Katharine Hepburn
Q: Who won the 'Oscar' for Best", Katharine Hepburn
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In 1337 which English king claimed the throne of France, precipitating the '100 Years War'?
A:","In 1337 which English king claimed the throne of France, precipitating the '100 Years War'?","['king edward iii of england', 'edward iii of windsor', 'eduard iii', 'edward iii king of english', 'edward iii plantagenet', 'king of england iii', 'edward iii', 'edward iii of england', 'edward 3', 'edward iii plantagenet of windsor', 'edward iii king of england', 'king edward iii', 'edward of windsor', 'king edward iii of windsor', 'edward third', 'edward iii england']", Edward III (reigned 1327-1377)<|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|>, Edward III (reigned 1327-1377)<|end_of_text|><|end_of_text|><|end_of_text|><|end_of_text|>
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What country lies to north of the Republic of Chad?
A:",What country lies to north of the Republic of Chad?,"['iso 3166 1 ly', 'free libya', 'lby', 'libyan republic 2011', 'etymology of libya', 'lybya', 'state of libya', 'libiya', 'islamic republic of libya', 'ليبيا', 'libya national transitional council', 'free democratic libya', 'largest cities in libya', 'republic of libya', 'libyan republic', 'ⵍⵉⴱⵢⴰ', 'lībiyā', 'al jamahiriya al 60arabiyah al libiyah ash sha 60biyah al ishtirakiyah al uzma', 'libiyah', 'libya']"," Ecuador
Q: What is the name of the head of state of Ireland?
", Ecuador
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The fortified wine drink Sherry is named after what town?
A:",The fortified wine drink Sherry is named after what town?,"['jerez de la frontera', 'xeres jerez de la frontera', 'jérez de la frontera', 'jerez de la frontera cádiz', 'emirate of jerez', 'history of jerez de la frontera', 'xeres', 'jerez spain', 'jerez de la frontera cadiz', 'jérez de la frontera spain', 'jerez de la frontera spain', 'jeréz de la frontera', 'jerez', 'xeres de la frontera']"," Jerez de la Frontera in Andalusia, Spain
Q:"," Jerez de la Frontera in Andalusia, Spain"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the capital of the US state of Georgia?
A:",What is the capital of the US state of Georgia?,"['city of atlanta', 'atlanta ga', 'atlanta united states', 'atlanta', 'atlanta georgia', 'city of atlanta ga', 'georgia state capital', 'marthasville ga', 'culture of atlanta', 'atanta ga', 'atlanta usa', 'terminus georgia', 'atlanta georgia usa', 't l', 'culture of atlanta georgia', 'un locode usatl', 'hotlanta', 'atlanta georgia u s state', 'big peach', 'atl', 'terminus ga', 'city in forest', 'population of atlanta']"," Atlanta
Q: What is the capital of Ohio?
A: Columbus
Q", Atlanta
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The Sharks face off against what gang in Leonard Bernsteins musical West Side Story?
A:",The Sharks face off against what gang in Leonard Bernsteins musical West Side Story?,"['jets', 'j e t s', 'jet disambiguation', 'jets disambiguation', 'jets rock band', 'jet', 'jets band']"," The Jets
Q: What is the name of the last US President to meet", The Jets
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the name of the Police Chief in 'The Simpsons'?
A:",What is the name of the Police Chief in 'The Simpsons'?,"['daddy round round', 'clancy wiggum', 'chief clancy wiggum', 'chief wiggum', 'cheif wiggum', 'simpsons chief clancy wiggum']"," Homer
Q: What is the name of Bertie Wooster's butler", Homer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who, in 2010, became the first batsman to score 200 runs in a limited overs international match?
A:","Who, in 2010, became the first batsman to score 200 runs in a limited overs international match?","['shachin tendulkar', 'tendulkar', 'anjali tendulkar', 'sachin tendulkar records', 'sachin maestro', 'sr tendulkar', 'arjun tendulkar', 'sachin ramesh tendulkar', 'sachin tendukar', 'sachin tandulkar', 's r tendulkar', 'tbon', 'सचिन तेंडुलकर', 'sachin tendulkar', 'सचिन रमेश तेंडुलकर', 'relation of universe to god', 'list of batsmen who have scored 100 centuries in international cricket', 's tendulkar', 'sachin r tendulkar', 'ramesh tendulkar']"," Wasim Akram
Q: Who won the men's singles at the ", Wasim Akram
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which Italian pasta's name means little spindles in English?
A:",Which Italian pasta's name means little spindles in English?,"['fusili', 'fusilli']"," Ragù alla Bolognese from Bologna
Q: What is the", Ragù alla Bolognese from Bologna
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is the Milky Way?
A:",What is the Milky Way?,"['speed of milky way through space', 'local galaxy', 'milky way galaxy', 'milky way astronomy', 'milky way', '🌌', 'our galaxy', 'milky way band of light', 'this galaxy', 'age of milky way', 'milkyway', 'via lactea', 'lactea', 'spiral arms of milky way', 'galaxia kuklos']"," The Milky Way is about 100,000 light years in diameter and about "," The Milky Way is about 100,000 light years in diameter and about "
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The Dardanelles and the Bosporus, straits which separate Europe from the mainland of Asia, run through which country?
A:","The Dardanelles and the Bosporus, straits which separate Europe from the mainland of Asia, run through which country?","['turkey', 'tuerkiye', 'türkiye respublikası', 'republic of turkiye', 'tuerkei', 'etymology of turkey', 'türkiye', 'turkiye', 'tuerkiye cumhuriyeti', 'türkiye cumhuriyeti', 'republic of turkey', 'turky', 'turkish republic', 'türkiye respublikasi', 'turquia', 'iso 3166 1 tr', 'turkey nation', 'turkia', 'terky', 'turkei', 'turkie', 'turkey state', 'türkei', 'turquie', 'turkiye cumhuriyeti', 'turkey country']"," Turkey
Q: What is the longest name in the English language?
Q:", Turkey
