input_prompt,question,correct_answers,output_prediction,processed_answer
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In Greek mythology, what was the name of the nymphs who tended the garden from where Heracles stole golden apples?
A:","In Greek mythology, what was the name of the nymphs who tended the garden from where Heracles stole golden apples?","['hesperide', 'ἑσπερίδες', 'garden of hesperides', 'african sisters', 'apples of hesperides', 'hespera', 'erythea', 'erytheia', 'erythia', 'hesperids', 'hesperethousa', 'hesperides', 'erytheis', 'hesperie']"," In Greek mythology, what was the name"," In Greek mythology, what was the name"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: The German company Recaro famously produces what high-performance product?
A:",The German company Recaro famously produces what high-performance product?,"['seats', 'seat base', 'seat']", The German company Recaro famously produces what, The German company Recaro famously produces what
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Gwyl San Steffan is the name for 26th December (St Stephen's Day or Boxing Day) in which country?
A:",Gwyl San Steffan is the name for 26th December (St Stephen's Day or Boxing Day) in which country?,"['principality of wales', 'welsh mountains', 'wales', 'wales u k', 'cyrmu', 'etymology of wales', 'communications in wales', 'gymru', 'cymru am byth', 'autonomous province of wales', 'welsh peninsula', 'wales united kingdom', 'pays de galles', 'climate of wales', 'cymru wales', 'welsh nation', 'rain in wales', 'west of rhymney', 'cymru', 'wales uk']"," Wales
Gwyl San Steff", Wales
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which legendary sunken land lies off the Isles of Scilly, to the south-west of Cornwall?
A:","Which legendary sunken land lies off the Isles of Scilly, to the south-west of Cornwall?","['leonois', 'leonais lyonnesse', 'parmenie', 'lyonesse leonnoys', 'llyonesse', 'lyonesse', 'leonais', 'lyonnesse', 'leonnoys']", A. Doggerland B. Dog, A. Doggerland B. Dog
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In what year did Captain Matthew Webb become the first to swim the English Channel?
A:",In what year did Captain Matthew Webb become the first to swim the English Channel?,"['one thousand eight hundred and seventy five', '1875']", In what year did Captain Matthew Webb become, In what year did Captain Matthew Webb become
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which 'Smokey' Robinson hit took 'Japan' to number nine in 1982?
A:",Which 'Smokey' Robinson hit took 'Japan' to number nine in 1982?,"['i second that emotion', 'el chupa nibre']", Which 'Smokey' Robinson hit, Which 'Smokey' Robinson hit
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Whose portrait (apart from the Queen) appeared on the now defunct one pound note?
A:",Whose portrait (apart from the Queen) appeared on the now defunct one pound note?,"['isaacus newtonus', 'sir isaak newton', 'sir issaac newton', 'i newton', 'hannah ayscough', 'newton isaac', 'isaac newton s tooth', 'isaac newton s middle years', 'sir issac newton', 'sir isaac newton', 'isaac newton', 'issac newton', 'newtonian science', 'newton s', 'cultural depictions of isaac newton', 'sir newton', 'isac newton']"," The answer is
What is the name", The answer is
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: In which part of the body will you find the 'Ligamentum nuchae'?
A:",In which part of the body will you find the 'Ligamentum nuchae'?,"['neck disambiguation', 'neck']", A. Neck B. Chest C., A. Neck B. Chest C.
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Who founded the TV production company 'David Paradine Productions'?
A:",Who founded the TV production company 'David Paradine Productions'?,"['david frost show', 'david paradine frost', 'sir david paradine frost', 'david frost broadcaster', 'sir david frost', 'david frost', 'david paradine']", Who founded the TV production company 'David, Who founded the TV production company 'David
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: ""Which political philosopher wrote """"The Theory of Moral Sentiments"""" and """"An Inquiry into the Nature and Causes of the Wealth of Nations""""?""
A:","""Which political philosopher wrote """"The Theory of Moral Sentiments"""" and """"An Inquiry into the Nature and Causes of the Wealth of Nations""""?""","['smith', 'vile maxim', 'adam smith']"," ""Adam Smith"" is the correct answer"," ""Adam Smith"" is the correct answer"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: Which Scottish percussionist born in 1965 has been deaf since the age of 12?
A:",Which Scottish percussionist born in 1965 has been deaf since the age of 12?,['evelyn glennie']," The answer is Evelyn Glennie, who"," The answer is Evelyn Glennie, who"
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What term describes a vertical stone bar separating the panes of a window, often found in Gothic architecture ?
A:","What term describes a vertical stone bar separating the panes of a window, often found in Gothic architecture ?","['mullion', 'mullions', 'supermullion', 'mullioned glass', 'mullioned windows', 'mullion window', 'mullioned', 'mullioned window']"," A
What term describes a vertical stone", A
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: What is in a human's thoracic cavity?
A:",What is in a human's thoracic cavity?,"['pulmonary gas exchange', 'pulmo sinister', 'pulmanary', 'inferior lobe', 'pulmonary surgical procedures', 'bird lung', 'lungs', 'lunged', 'superior lobe of left lung', 'alveolar sacs', 'avian lungs', 'pulmones', 'nonrespiratory functions of lungs', 'lung', 'inferior lobe of left lung', 'pulmo', 'bellows lung', 'pulmonarily', 'pulmonary', 'circulatory lung']", What is in a human's thoracic, What is in a human's thoracic
"Answer these questions:
Q: The orrery, invented in 1710 by George Graham was in use for several centuries despite its inaccuracies in size and distance. What is it a model of?
Q: How many stars are on the national flag of New Zealand?
Q: ""Who produces the perfumes """"Opium"""" and """"Rive Gauche""""?""
Q: Which President of the USA has daughters named Malia Ann and Natasha or more famously Sasha ?
Q: G-BOAG, G-BOAC, and F-BVFC and the tragic F-BTSC designated what iconic 20thC invention?
A:","G-BOAG, G-BOAC, and F-BVFC and the tragic F-BTSC designated what iconic 20thC invention?","['bae aerospatiale concorde', 'f wtsa', 'f bvff', 'aerospatiale bac concorde', 'aérospatiale concorde', 'g boaf', 'concorde', 'f wtsb', 'airbus concorde', 'speedbird one', 'concorde sst', 'g boad', 'bae aérospatiale concorde', 'aerospatiale bac concorde 206', 'g axdn', 'f bvfb', 'f bvfc', 'f bvfa', 'g boaa', 'f wtss', 'aerospatiale british aerospace concorde', 'bac concorde', 'concorde aeroplane', 'concorde airplane', 'son of concorde', 'g boae', 'concorde plane', 'g boac', 'aérospatiale bac concorde', 'g boab', 'g bsst', 'aerospatiale concorde', 'f btsd', 'g boag', 'aerospatiale bac concorde sst', 'f bvfd', 'aérospatiale british aerospace concorde']"," The answer is
G-BOAG", The answer is
